variant_id,product_id,product_name,current_sku,reference_sku,reference_name,match_confidence,proposed_action,reason
c583d9c5-d94c-418f-89e2-c44262cfb675,4f97398b-03b4-472f-8842-a09bca102345,Jota 850G Elmas Frez - Yeşil Kuşak (Kaba) İnce Konik Hızlı Preparasyon Frezi,JOT-850-GFG-016,JOT-850-GFG-016,Jota 850G Elmas Frez - Yeşil Kuşak (Kaba) İnce Konik Hızlı Preparasyon Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
4325644c-57f1-4749-8793-51a6fac3356a,9b8882a4-dcfe-4909-af5e-8bfda695d45f,Jota 852F Elmas Frez - Kırmızı Kuşak (İnce) İğne / İnce Konik Finishing Frezi,JOT-852-FFG-018,JOT-852-FFG-018,Jota 852F Elmas Frez - Kırmızı Kuşak (İnce) İğne / İnce Konik Finishing Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
f4f84dd3-6e77-4195-a042-7fa13bf1c187,54695448-bf2d-471b-b49e-d8c255f1d752,Jota 862EF Elmas Frez - Sarı Extra İnce Konik Elmas Frez,JOT-862-EFFG-012,JOT-862-EFFG-012,Jota 862EF Elmas Frez - Sarı Extra İnce Konik Elmas Frez,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
c3f2187f-5ece-4101-affd-b02e0cd625c4,fbf133ea-c893-4a3b-84be-6c4fd077bdec,Jota 850F Elmas Frez - Kırmızı Kuşak (İnce) İnce Konik Finishing Frezi,JOT-850-FFG-016,JOT-850-FFG-016,Jota 850F Elmas Frez - Kırmızı Kuşak (İnce) İnce Konik Finishing Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
4efefdc1-9f43-4bcd-9cee-e907da78137c,9b8882a4-dcfe-4909-af5e-8bfda695d45f,Jota 852F Elmas Frez - Kırmızı Kuşak (İnce) İğne / İnce Konik Finishing Frezi,JOT-852-FFG-012,JOT-852-FFG-012,Jota 852F Elmas Frez - Kırmızı Kuşak (İnce) İğne / İnce Konik Finishing Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
1e459799-54cf-4062-ab1d-e77f145c77d8,55b24753-18d7-4545-a8b0-f5b40977a07b,Jota 851L Elmas Frez - Mavi Kuşak (Standard) Uzun İnce Konik Genel Preparasyon Frezi,JOT-851L-FG-016,JOT-851L-FG-016,Jota 851L Elmas Frez - Mavi Kuşak (Standard) Uzun İnce Konik Genel Preparasyon Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
f1cfc654-6437-44db-9249-2af8f2b1e443,f7ff8876-e7f8-4e4b-bc27-d53e17d6f7a7,Jota 859F Elmas Frez - Kırmızı Kuşak (İnce) Uzun İğne Finishing Frezi,JOT-859-FFG-014,JOT-859-FFG-014,Jota 859F Elmas Frez - Kırmızı Kuşak (İnce) Uzun İğne Finishing Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
fbadab18-8f43-48c2-87f5-328700915744,f72c6590-f4d9-4eb7-9fdd-5efa26af1633,Jota 859EF Elmas Frez - Sarı Extra İnce Uzun İğne Elmas Frez,JOT-859-EFFG-012,JOT-859-EFFG-012,Jota 859EF Elmas Frez - Sarı Extra İnce Uzun İğne Elmas Frez,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
130c1985-97d6-410e-b9b4-9e4157dd1df4,bed40a8f-9eef-4d12-874b-a5b23969f1a0,Jota 852G Elmas Frez - Yeşil Kuşak (Kaba) İğne / İnce Konik Hızlı Preparasyon Frezi,JOT-852-GFG-016,JOT-852-GFG-016,Jota 852G Elmas Frez - Yeşil Kuşak (Kaba) İğne / İnce Konik Hızlı Preparasyon Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
1b0f61fe-47ed-43e0-bc7e-6b696f983dc8,2c274b4c-2f17-4d0d-a843-e2196770e31e,Jota 837LG Elmas Frez - Yeşil Kuşak (Kaba) Uzun Silindirik Hızlı Preparasyon Frezi,JOT-837L-GFG-016,JOT-837L-GFG-016,Jota 837LG Elmas Frez - Yeşil Kuşak (Kaba) Uzun Silindirik Hızlı Preparasyon Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
9cba431c-ef68-4bb1-a002-559ec4f60c7e,35d30c26-ca04-4fd9-a3f5-137d112539f0,Jota 859 Elmas Frez - Mavi Kuşak (Standard) Uzun İğne Genel Preparasyon Frezi,JOT-859-FG-014,JOT-859-FG-014,Jota 859 Elmas Frez - Mavi Kuşak (Standard) Uzun İğne Genel Preparasyon Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
c156d243-be76-4be8-ad75-3d8fcb1ba3a6,21ac9078-022f-4642-8152-4a0f2f7d63ad,Jota 837L Elmas Frez - Mavi Kuşak (Standard) Uzun Silindirik Genel Preparasyon Frezi,JOT-837L-FG-014,JOT-837L-FG-014,Jota 837L Elmas Frez - Mavi Kuşak (Standard) Uzun Silindirik Genel Preparasyon Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
a7b33aab-409d-4e7e-bd17-014a0ffac95f,302707c0-9627-45c3-a23a-c2e772112a03,Jota 830G Elmas Frez - Yeşil Kuşak (Kaba) Alev (Flame) Hızlı Preparasyon Frezi,JOT-830-GFG-018,JOT-830-GFG-018,Jota 830G Elmas Frez - Yeşil Kuşak (Kaba) Alev (Flame) Hızlı Preparasyon Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
32973745-76dc-4099-9a42-6ec4477803ae,4f97398b-03b4-472f-8842-a09bca102345,Jota 850G Elmas Frez - Yeşil Kuşak (Kaba) İnce Konik Hızlı Preparasyon Frezi,JOT-850-GFG-014,JOT-850-GFG-014,Jota 850G Elmas Frez - Yeşil Kuşak (Kaba) İnce Konik Hızlı Preparasyon Frezi,exact_sku,keep_current_sku,Current SKU already exists in authoritative reference.
